,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Category
607,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
608,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
609,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
610,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
611,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
612,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
613,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,King Taps,43.648475974183,-79.38205778358744,Gastropub
614,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
615,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
616,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
617,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
618,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
619,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
620,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
621,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
622,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
623,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
624,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Canoe,43.647452066183476,-79.38132001815676,Restaurant
625,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
626,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
627,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
628,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.650751,-79.388047,Coffee Shop
629,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
630,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Dineen Coffee,43.650497,-79.378765,Café
631,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
632,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
633,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
634,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
635,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
636,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
637,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
638,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
639,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
640,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Apple Eaton Centre,43.6528177,-79.3806173,Electronics Store
641,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Textile Museum of Canada,43.65439630500274,-79.38650010906946,Art Museum
642,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,SEPHORA,43.6535272,-79.3801543,Cosmetics Shop
643,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Freshii,43.649273084327184,-79.38374831204301,Salad Place
644,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
645,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bymark,43.647217284018005,-79.38125188166379,Restaurant
646,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
647,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
648,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
649,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
650,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Poke Guys,43.65489527525682,-79.38505238381624,Poke Place
651,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Astarté Fresh Yogurt Bar,43.647595917807365,-79.38641938975012,Café
652,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
653,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Fifth & Terrace,43.649249809335,-79.38931975675418,Modern European Restaurant
654,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
655,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
656,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bardi's Steak House,43.64622,-79.383074,Restaurant
657,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bay Adelaide Centre,43.650878539102386,-79.38000310739676,Office
658,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Loft404 Inspired Gatherings,43.64785142504536,-79.38948982526453,Event Space
659,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
660,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
661,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Marriott Downtown at CF Toronto Eaton Centre,43.654728444284025,-79.3824216350913,Hotel
662,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
663,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
664,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
665,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Ted Baker,43.65284284567131,-79.38032491863406,Clothing Store
666,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
667,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664734,Clothing Store
668,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Hotel
669,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
670,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Cardio-Go,43.64701650155176,-79.38814275495332,Gym
671,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Prairie Girl Bakery,43.64833236397115,-79.38230492443054,Cupcake Shop
672,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
673,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
674,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Momentos,43.64754799198248,-79.38891405541862,Nightclub
675,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
676,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
677,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Forno Cultura,43.648532894220665,-79.38253494049307,Bakery
678,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,"Coffee, Oysters, Champagne",43.647309,-79.38673,Lounge
679,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Fat Bastard Burrito Co.,43.648146672800344,-79.38921873094012,Burrito Place
680,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
681,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
682,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
683,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Druxy's,43.648015481211395,-79.37990651776452,Deli / Bodega
684,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
685,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
686,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,FreshCo,43.66791838591585,-79.44075425394298,Grocery Store
687,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Blood Brothers Brewing,43.66994369492681,-79.43653285503387,Brewery
688,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
689,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
690,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,The Sovereign,43.673115708192206,-79.44026498681781,Café
691,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rehearsal Factory,43.66887675155326,-79.44360330056674,Music Venue
692,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,TD Canada Trust,43.6679341,-79.4416984,Bank
693,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Food Basics,43.6668856311364,-79.44669127467023,Supermarket
694,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rexall,43.667504,-79.442086,Pharmacy
695,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
696,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Shoppers Drug Mart,43.666745,-79.447446,Pharmacy
697,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Macedo,43.669505607786704,-79.4394486237563,Wine Shop
698,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,North Of Brooklyn Pizzeria,43.669467,-79.439335,Pizza Place
699,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Community Centre,43.66729321721379,-79.43947609874155,Pool
700,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,241 Pizza,43.672947746925885,-79.44097121035823,Pizza Place
701,Scarborough Village,43.7447342,-79.23947609999999,McCowan Park,43.74508851212816,-79.239335687338,Playground
702,Scarborough Village,43.7447342,-79.23947609999999,More Then Wax,43.742264,-79.242138,Business Service
703,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
704,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,CF Fairview Mall,43.77798094562394,-79.3443966988859,Shopping Mall
705,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Apple Fairview,43.7778832,-79.3437891,Electronics Store
706,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,New York Fries - Fairview Mall,43.77860499015611,-79.34357713182652,Restaurant
707,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Starbucks,43.77799,-79.344091,Coffee Shop
708,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Purdys Chocolatier,43.77816,-79.344154,Chocolate Shop
709,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
710,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
711,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Shoppers Drug Mart,43.77817,-79.345014,Pharmacy
712,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Booster Juice,43.77742786,-79.3449699,Juice Bar
713,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SilverCity,43.77868093228815,-79.3440850072426,Movie Theater
714,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
715,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
716,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
717,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
718,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
719,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
720,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Old Navy,43.7779901,-79.3440914,Clothing Store
721,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
722,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
723,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
724,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
725,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
726,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Thai Express,43.77799,-79.344091,Restaurant
727,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
728,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,RBC Royal Bank,43.777303882018465,-79.3446527392512,Bank
729,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.7749925,-79.3463027,Coffee Shop
730,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tommy Hilfiger,43.77742747193735,-79.34589327979445,Clothing Store
731,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
732,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
733,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
734,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,KFC,43.7776,-79.3442,Fast Food Restaurant
735,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Spring Rolls,43.777350695180374,-79.34397727347279,Asian Restaurant
736,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
737,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Zara,43.777961241763556,-79.34469070057258,Clothing Store
738,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SEPHORA,43.7784228,-79.3437426,Cosmetics Shop
739,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Z•teca,43.777216678163484,-79.3444011179068,Burrito Place
740,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
741,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SportChek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
742,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,St. Louis Bar & Grill,43.77721460733997,-79.34508093497027,Bar
743,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Forever XXI,43.778289762312255,-79.34330244159452,Clothing Store
744,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857568,Boutique
745,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Showcase,43.77877182143177,-79.34431968978073,Miscellaneous Shop
746,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Garage Clothing,43.77695171853015,-79.34700906250485,Clothing Store
747,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Le Château,43.777764595776006,-79.34474873969704,Clothing Store
748,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Gateway Newstand (Fairview),43.77837592341407,-79.34480667114258,Convenience Store
749,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Eddie Bauer,43.77759729390774,-79.34484225024492,Clothing Store
750,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Foot Locker,43.7783673,-79.3437077,Shoe Store
751,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bentley,43.77824084141985,-79.34353859382264,Luggage Store
752,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fido,43.77813463311164,-79.34354959521974,Mobile Phone Shop
753,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Peoples Jewellers,43.7780567,-79.3434308,Jewelry Store
754,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Mr Sub,43.77825560280745,-79.34325028086052,Sandwich Place
755,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Black's Photography,43.77820280572421,-79.3432389109877,Camera Store
756,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Laura Secord,43.7782285533859,-79.34321768453563,Dessert Shop
757,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Taco Bell,43.77861083632695,-79.34318593865498,Restaurant
758,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Teriyaki Experience,43.77832992258357,-79.34310953832035,Japanese Restaurant
759,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Yoi,43.778244,-79.34301,Japanese Restaurant
760,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
761,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Circle K,43.7754422,-79.3478394,Convenience Store
762,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Little Burgandy,43.776128164003495,-79.34318654842812,Shoe Store
763,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
764,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77432584600824,-79.34668494032192,Bakery
765,"Northwood Park, York University",43.7679803,-79.48726190000001,MUSE Massage Spa,43.7656861872247,-79.4893183666046,Massage Studio
766,"Northwood Park, York University",43.7679803,-79.48726190000001,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
767,"Northwood Park, York University",43.7679803,-79.48726190000001,Tim Hortons,43.764289283166015,-79.48879033327103,Coffee Shop
768,"Northwood Park, York University",43.7679803,-79.48726190000001,Fox & Fiddle,43.76379461939549,-79.48849672002802,Bar
769,"Northwood Park, York University",43.7679803,-79.48726190000001,Bad Boy Furniture - North York,43.76431446505117,-79.4865882396698,Furniture / Home Store
770,"Northwood Park, York University",43.7679803,-79.48726190000001,Falafel Express,43.764187100541214,-79.48912096481943,Falafel Restaurant
771,"Northwood Park, York University",43.7679803,-79.48726190000001,Party City,43.76417373654635,-79.4852503780818,Miscellaneous Shop
772,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,The Path,43.68392344354094,-79.33500661843325,Park
773,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,Donlands & Mortimer,43.68768,-79.3401,Intersection
774,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,Sammon Convenience,43.68695102703702,-79.33500661843325,Convenience Store
775,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
776,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
777,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
778,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,BeaverTails,43.639736,-79.380068,Dessert Shop
779,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
780,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,iQ Food Co,43.642851,-79.382081,Salad Place
781,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
782,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
783,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
784,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
785,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
786,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
787,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
788,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
789,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
790,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
791,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
792,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
793,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Miku,43.64137436,-79.37753063,Japanese Restaurant
794,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,TELUS,43.64331243103257,-79.38099939294844,IT Services
795,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
796,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
797,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
798,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
799,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
800,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Boxcar Social,43.63831906511549,-79.38246311921247,Café
801,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
802,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
803,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
804,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
805,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
806,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
807,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,SOCO Kitchen+Bar,43.64303873929366,-79.38380850724118,Bistro
808,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
809,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Booster Juice,43.64322536,-79.3812383,Juice Bar
810,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,CN Tower,43.642277432828145,-79.38705542070056,Monument / Landmark
811,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
812,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
813,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Ray Bay,43.642323,-79.38593,Aquarium
814,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
815,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Dangerous Lagoon,43.64233,-79.385925,Aquarium
816,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
817,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
818,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
819,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999999,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
